depth,seed,model,val_acc
4,0,gat,0.21207386255264282
4,0,walkraw,0.5714488625526428
4,0,walkattn,1.0
4,1,gat,0.43352272510528567
4,1,walkraw,0.5107954502105713
4,1,walkattn,1.0
4,2,gat,0.6335227251052856
4,2,walkraw,0.5990056872367859
4,2,walkattn,1.0
4,3,gat,0.22357954680919648
4,3,walkraw,0.5357954502105713
4,3,walkattn,1.0
4,4,gat,0.328125
4,4,walkraw,0.6359375
4,4,walkattn,1.0
